1.000000,1.635243,-0.513401,2.012398,-0.205507,-1.039595,2.135352,-0.687887,-0.064151,-0.440074,2.079723,-0.497563,-0.667614,0.090860,-0.610093,2.001224,-0.802197,-0.092761,-0.320915,-0.040686,-0.388532,1.741195,-0.671244,-0.443280,0.035997,-0.521130,0.069800,-0.425923,0.000000
1.000000,1.111084,0.800173,0.475013,1.731544,0.195187,0.587979,1.396968,1.338008,0.217588,0.051740,1.422421,1.174861,1.202372,-0.156521,0.133685,0.942234,1.274922,1.021187,0.731366,-0.133417,-0.153814,0.841291,0.837882,1.306257,0.551192,0.578601,-0.272210,0.000000
1.000000,0.353984,-1.149005,-0.786937,-0.309778,-0.465877,-0.174388,-0.390819,0.156825,-0.652983,-0.574654,0.002638,-0.610783,-0.042782,-0.507940,-0.239945,-0.180087,-0.135766,-0.376903,0.025166,-0.428161,-0.405223,0.007563,-0.540495,0.023029,-0.486921,0.039765,-0.409464,1.000000
1.000000,1.250870,-1.389124,0.831911,-1.502953,-0.050353,0.897756,-2.040127,1.189585,-0.912044,0.398701,-1.644005,1.174220,-0.796145,-0.316262,0.404389,-1.695050,1.440102,-1.510953,0.516680,-0.536818,0.077022,-1.266524,1.174077,-1.214167,0.341591,-0.259759,-0.345753,1.000000
1.000000,1.168491,-0.412944,0.616909,0.027362,-1.060369,0.707118,-0.320081,-0.099593,-0.438427,0.180718,-0.025957,-0.736991,0.094891,-0.610256,0.230874,-0.232270,-0.169252,-0.313900,-0.041085,-0.388519,-0.073835,-0.041357,-0.549938,0.045534,-0.521924,0.069837,-0.425924,0.000000
1.000000,-0.962216,-0.880638,-0.283933,0.628726,-0.801283,-0.491789,-0.589158,-0.312945,-0.500757,-0.437178,0.265845,-0.548442,0.168478,-0.590546,-0.304833,-0.283238,-0.275791,-0.375389,-0.064477,-0.393579,-0.377110,0.074319,-0.485904,0.086321,-0.499292,0.076869,-0.424533,1.000000
1.000000,1.378987,-0.711142,1.192940,-0.496509,-0.942959,1.243511,-0.977132,0.064990,-0.457816,0.825857,-0.713278,-0.469180,0.054955,-0.606087,0.771890,-0.921273,0.078155,-0.372632,-0.032429,-0.389246,0.422482,-0.679761,-0.259291,-0.022118,-0.507262,0.068071,-0.425789,1.000000
1.000000,0.866476,-0.711142,-0.056596,-0.286424,-0.942959,0.193975,-0.550774,0.007005,-0.457816,-0.326246,-0.162211,-0.624897,0.068748,-0.606087,-0.119681,-0.304322,-0.102551,-0.339060,-0.035409,-0.389246,-0.339978,-0.071924,-0.499703,0.026578,-0.515619,0.068678,-0.425789,1.000000
1.000000,0.913084,1.110915,0.035578,1.834401,0.964447,0.255895,1.220156,1.842557,0.902969,-0.272613,1.076087,1.426485,1.992481,0.567446,-0.087345,0.528226,1.199479,1.603003,1.638965,0.451915,-0.318688,0.446921,0.551515,1.562363,1.433839,1.474342,0.216854,0.000000
1.000000,0.342337,1.153289,-0.797502,0.897474,1.083491,-0.177643,0.063237,0.808245,1.022781,-0.575947,0.145617,-0.292783,1.009760,0.709758,-0.240302,-0.136803,-0.047624,0.095213,0.792260,0.580724,-0.405331,0.019706,-0.509427,0.188922,-0.092610,0.786662,0.336815,0.000000
